Strain,Genotype,Medium,Dilution,Measurement_Type,Time,Measurement_ID,Original_ID,Value,Original_Value,Unit,Original_Unit,Error,Original_Error,Source
BW25113,dppsA,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.03,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.12,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dppsA,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,ACONTa,ACONTa,3.2754,103,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,AKGDH,AKGDH,2.1624,68,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,CS,CS,3.2754,103,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.2544,8,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),9.7626,307,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.6042,19,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,FBA,FBA,2.9574,93,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,FUM,FUM,3.021,95,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,GAPD,GAPD,5.7558,181,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,3.18,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,GND,GND,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,ICDHyr,ICDHyr,2.4168,76,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,ICL,ICL,0.8586,27,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,MALS,MALS,0.8586,27,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,MDH,MDH,3.657,115,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,ME1,ME1,0.2226,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,PDH,PDH,4.9608,156,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,PFKA,PFKA,2.9574,93,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,PGI,PGI,3.1482,99,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,PGM,PGM,5.4378,171,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,PPC,PPC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,PYKF,PYKF,2.1624,68,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,RPE,RPE,0.159,5,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,RPI,RPI,0.159,5,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,SUCDi,SUCDi,3.021,95,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,TALA,TALA,0.0318,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,TKT1,TKT1,0.0318,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,TKT2,TKT2,0.1272,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,TPI,TPI,2.9574,93,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.0954,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.3816,12,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.8268,26,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,PGMT,PGMT,0.0318,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,R5PP,R5PP,0.1908,6,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.2862,9,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.0318,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.0318,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.0954,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dzwf,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,ACONTa,ACONTa,2.9568,88,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,AKGDH,AKGDH,2.184,65,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,CS,CS,2.9568,88,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.2688,8,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),9.4752,282,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.7056,21,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,FBA,FBA,2.8896,86,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,FUM,FUM,2.688,80,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,0.672,20,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,GAPD,GAPD,5.8128,173,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,3.36,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,GND,GND,0.672,20,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,ICDHyr,ICDHyr,2.4528,73,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,ICL,ICL,0.504,15,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,MALS,MALS,0.504,15,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,MDH,MDH,3.1584,94,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,ME1,ME1,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,PDH,PDH,4.4016,131,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,PFKA,PFKA,2.8896,86,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,PGI,PGI,2.6208,78,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,PGM,PGM,5.4432,162,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,PPC,PPC,0.2352,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,PYKF,PYKF,1.7136,51,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,RPE,RPE,0.2688,8,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,RPI,RPI,0.4032,12,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,SUCDi,SUCDi,2.688,80,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,TALA,TALA,0.2016,6,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,TKT1,TKT1,0.2016,6,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,TKT2,TKT2,0.1008,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,TPI,TPI,2.8896,86,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.1008,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.4704,14,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.9408,28,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,PGMT,PGMT,0.0672,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,R5PP,R5PP,0.2352,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.336,10,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.0336,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.0336,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.1344,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dpgl,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,ACALD,ACALD,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,ACONTa,ACONTa,3.1536,108,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,AKGDH,AKGDH,2.482,85,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,CS,CS,3.1536,108,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.2044,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),9.4608,324,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.5256,18,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,FBA,FBA,2.7156,93,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,FUM,FUM,2.9492,101,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,GAPD,GAPD,5.3144,182,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,2.92,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,GND,GND,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,ICDHyr,ICDHyr,2.7156,93,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,ICL,ICL,0.4672,16,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,MALS,MALS,0.4672,16,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,MDH,MDH,3.4164,117,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,ME1,ME1,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,PDH,PDH,4.3508,149,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,PFKA,PFKA,2.7156,93,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,PGI,PGI,2.8908,99,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,PGM,PGM,5.0516,173,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,PPC,PPC,0.0876,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,PYKF,PYKF,1.9564,67,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,RPE,RPE,0.146,5,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,RPI,RPI,0.146,5,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,SUCDi,SUCDi,2.9492,101,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,TALA,TALA,0.0292,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,TKT1,TKT1,0.0292,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,TKT2,TKT2,0.1168,4,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,TPI,TPI,2.7156,93,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,EX_E4P(e),EX_E4P(e),0.0876,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,EX_OAA(e),EX_OAA(e),0.3504,12,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,EX_ACCOA(e),EX_ACCOA(e),0.7008,24,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,PGMT,PGMT,0.0292,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,R5PP,R5PP,0.1752,6,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,EX_3PG(e),EX_3PG(e),0.2628,9,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,EX_F6P(e),EX_F6P(e),0.0292,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,EX_G3P(e),EX_G3P(e),0.0292,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,EX_PEP(e),EX_PEP(e),0.0876,3,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,UP_FOR,UP_FOR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,UP_PYR,UP_PYR,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,dgnd,GLC,0.2,flux,SS,UP_AC,UP_AC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,ACALD,ACALD,0.0726,2,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,ACONTa,ACONTa,4.0293,111,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,AKGDH,AKGDH,3.1581,87,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,CS,CS,4.0293,111,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,EX_akg(e),EX_akg(e),0.2541,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,EX_co2(e),EX_co2(e),12.3783,341,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,EX_pyr(e),EX_pyr(e),0.6171,17,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,FBA,FBA,3.3396,92,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,FUM,FUM,3.8115,105,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,G6PDH2r,G6PDH2r,0.2541,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,GAPD,GAPD,6.5703,181,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,GLCptspp,GLCptspp_ex,3.63,100,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,GND,GND,0.2541,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,ICDHyr,ICDHyr,3.4122,94,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,ICL,ICL,0.6171,17,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,LDH_D,LDH_D,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,MALS,MALS,0.6171,17,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,MDH,MDH,4.4286,122,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,ME1,ME1,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,PDH,PDH,5.5539,153,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,PFKA,PFKA,3.3396,92,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,PGI,PGI,3.3396,92,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,PGM,PGM,6.2799,173,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,PPC,PPC,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,PTAr,PTAr,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,PYKF,PYKF,2.541,70,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,RPE,RPE,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,RPI,RPI,0.2541,7,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,SUCDi,SUCDi,3.8115,105,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,TALA,TALA,0.0363,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,TKT1,TKT1,0.0363,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,TKT2,TKT2,0.0363,1,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,TPI,TPI,3.3396,92,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
BW25113,drpe,GLC,0.2,flux,SS,EDA,EDA,0,0,mmol/h/gDW,% of glc uptake,NA,NA,"(Ishii, 2007)"
