,ID,Value
0,PGI,-3.605506341023688e-06
1,PFK,0.0
2,FBA,-1.1091807177603923e-14
3,TPI,1.4949383186525464e-10
4,GDH,5.122841929313989e-09
5,PGK,1.6452133518057828e-07
6,GPM,1.6450206479322184e-07
7,ENO,1.6449145969049963e-07
8,PYK,9.466194748311771e-17
9,ZWF,3.606511964024818e-06
10,PGL,3.60651255583867e-06
11,GND,3.5124076605929924e-06
12,RPE,2.009429715611007e-06
13,RPI,1.5040204255298344e-06
14,X5P_GAP_TKT,2.01095725622624e-06
15,F6P_E4P_TKT,1.5049490155709879e-06
16,S7P_R5P_TKT,1.5042438957086244e-06
17,F6P_GAP_TAL,2.100189866256271e-06
18,S7P_E4P_TAL,1.5048305373092264e-06
19,FBP,1.9342371422490145e-14
20,PPC,1.4734982613046926e-07
21,PCK,-9.120374422912153e-15
22,PPS,-1.7109081750976765e-08
23,MAD,1.475130057021289e-07
24,PDH,2.5876723329832114e-07
25,GLT,7.190063408313369e-09
26,ACN_1,7.190032481919001e-09
27,ACN_2,7.1900265802325005e-09
28,ICD,6.940710112044271e-09
29,LPD,6.940027472918273e-09
30,SK,6.857249654273937e-09
31,SDH,7.105195500749757e-09
32,FUMA,7.1049574889237e-09
33,MQO,3.114897994471635e-08
34,MDH,1.7130877479511027e-07
35,ACEA,2.493129895167879e-10
36,ACEB,2.493079574335394e-10
37,ACEK_1,3.753247153279038e-09
38,ACEK_2,-1.478064326858059e-09
39,EDD,9.415370416884623e-08
40,EDA,9.416054575068186e-08
41,NADH_req,3.1470006952330685e-06
42,PNT_req,7.126043829452473e-06
43,ADK,6.108546760814935e-08
44,ATP_syn,5.415244034062924e-09
45,CYA,-3.672947883113471e-18
46,DOS,2.679985421083497e-14
47,ACK,1.6970295115405093e-08
48,ACS,7.817545849171856e-08
49,PTA,5.946733788871541e-07
50,PTS_0,1.7991962659107606e-12
51,PTS_1,1.7991580045846389e-12
52,PTS_2,1.7991543532115232e-12
53,PTS_3,1.7987282775586324e-12
54,PTS_4,1.798727982582536e-12
55,GLC_feed,0.73
56,CYTBO,3.705829668033212e-06
57,SQR_,7.250290729906295e-09
58,NDHII,4.397424286359935e-06
59,GROWTH,1.4592372194940113e-64
60,ATP_MAINTENANCE,6.784073324736618e-08
61,XCH_GLC,0.0018203827678044036
62,PIT,4.221297169084402e-05
63,XCH_P,4.2213230903883725e-05
64,XCH_ACE1,1.1855447744650174e-08
65,_ACE_OUT,7.33582452680837e-06
66,XCH_ACE2,3.012019719330102e-08
67,GL6P_HYDROLYSIS,1.195325301181881e-12
