,ID,Value
0,PGI,-1.030636385409123e-13
1,PFK,1.0754351751534925e-15
2,FBA,1.0754294938067251e-15
3,TPI,2.114989418153095e-15
4,GDH,4.943268605183399e-15
5,PGK,1.2336193591855098e-13
6,GPM,7.16481375859292e-11
7,ENO,1.1211810157300284e-10
8,PYK,1.4956516704300636e-11
9,ZWF,1.0347682872941381e-13
10,PGL,1.0347754250934626e-13
11,GND,1.0073295357982969e-13
12,RPE,5.215875701231387e-15
13,RPI,9.610272276756137e-14
14,X5P_GAP_TKT,6.09382579330646e-15
15,F6P_E4P_TKT,9.659474051885448e-14
16,S7P_R5P_TKT,9.627245987282853e-14
17,F6P_GAP_TAL,7.389518364325036e-15
18,S7P_E4P_TAL,9.643346214319141e-14
19,FBP,1.9862719642437495e-22
20,PPC,9.48481843551148e-10
21,PCK,-1.4871855615395949e-09
22,PPS,1.7386143196047564e-09
23,MAD,2.4373655492638366e-09
24,PDH,3.5356763229819435e-10
25,GLT,2.6422211343556153e-11
26,ACN_1,2.6422229872254626e-11
27,ACN_2,2.6422233594446798e-11
28,ICD,2.550855741334665e-11
29,LPD,2.5508943723627576e-11
30,SK,4.8108134868759316e-12
31,SDH,2.720102115335021e-11
32,FUMA,2.720360348350449e-11
33,MQO,3.2836393530114373e-10
34,MDH,2.7376091429384275e-09
35,ACEA,9.136782586433231e-13
36,ACEB,9.136811086976046e-13
37,ACEK_1,1.957237424732616e-06
38,ACEK_2,1.8355923161256863e-06
39,EDD,2.764755997905284e-15
40,EDA,2.767649986589236e-15
41,NADH_req,1.2139385588336886e-09
42,PNT_req,2.5693938576348828e-11
43,ADK,3.109100502600809e-05
44,ATP_syn,2.8620339456332285e-07
45,CYA,8.890152285046981e-08
46,DOS,7.104810344967623e-08
47,ACK,3.595697674398659e-05
48,ACS,3.007666924291865e-05
49,PTA,3.591472374312437e-05
50,PTS_0,-4.784818976140649e-10
51,PTS_1,-4.236671014012927e-10
52,PTS_2,-4.177973522700995e-10
53,PTS_3,-1.2379680613960886e-13
54,PTS_4,0.0
55,GLC_feed,0.73
56,CYTBO,2.2993318488827636e-10
57,SQR_,2.7081470697076783e-11
58,NDHII,1.6281863241089656e-09
59,GROWTH,1.7823664228786e-104
60,ATP_MAINTENANCE,-2.7036922734749188e-05
61,XCH_GLC,0.0018203827660197192
62,PIT,-1.1381154297179889e-06
63,XCH_P,-1.1379265104306762e-06
64,XCH_ACE1,5.874302589627123e-06
65,_ACE_OUT,5.507545434350496e-06
66,XCH_ACE2,5.873095410938629e-06
67,GL6P_HYDROLYSIS,3.429722264634407e-20
