,ID,Value
0,PGI,0.5825770101789728
1,PFK,0.5629022247806108
2,FBA,0.5629021313708835
3,TPI,0.562902109721625
4,GDH,1.1360451696934306
5,PGK,1.1360451718450428
6,GPM,1.0401147148612577
7,ENO,1.0401147364367522
8,PYK,0.14700822488969423
9,ZWF,0.08411394193409596
10,PGL,0.08411382503286978
11,GND,0.046438754060083555
12,RPE,-0.015133018308863964
13,RPI,0.06157156816420075
14,X5P_GAP_TKT,-0.01513332443763768
15,F6P_E4P_TKT,-0.01914652955975496
16,S7P_R5P_TKT,0.004013209070079386
17,F6P_GAP_TAL,0.004013080511204906
18,S7P_E4P_TAL,0.0040130760308155315
19,FBP,0.0
20,PPC,0.24585855670384638
21,PCK,0.06583242047278744
22,PPS,4.4167717576009544e-05
23,MAD,0.007026764835388884
24,PDH,0.689769675205612
25,GLT,0.43839543145015963
26,ACN_1,0.43839530195615034
27,ACN_2,0.4383952570309323
28,ICD,0.427476754938954
29,LPD,0.358225145785449
30,SK,0.358224684515319
31,SDH,0.36913995378112713
32,FUMA,0.36913999438319256
33,MQO,2.6449494598996104
34,MDH,2.2719176821306726
35,ACEA,0.010918359736637614
36,ACEB,0.01091836004007632
37,ACEK_1,0.0017045327962673055
38,ACEK_2,0.0017045327996707443
39,EDD,0.037674920795178306
40,EDA,0.03767482002438895
41,NADH_req,0.7493429784882936
42,PNT_req,-0.5964288369534894
43,ADK,0.09104085767038776
44,ATP_syn,3.2546831468511503
45,CYA,0.005782873422118947
46,DOS,0.0057829421814568505
47,ACK,0.08521873407025429
48,ACS,0.08521380925988276
49,PTA,0.08521875003924423
50,PTS_0,0.6798611121585814
51,PTS_1,0.6798611123693066
52,PTS_2,0.6798610959484179
53,PTS_3,0.6798612008826811
54,PTS_4,0.6798611988264989
55,GLC_feed,0.73
56,CYTBO,1.2821590775687248
57,SQR_,0.369139948565007
58,NDHII,1.072803456712332
59,GROWTH,0.00011352721788877285
60,ATP_MAINTENANCE,0.7051706977702359
61,XCH_GLC,0.6799846005782295
62,PIT,0.23591194730421775
63,XCH_P,0.23591194698753898
64,XCH_ACE1,4.924578318100155e-06
65,_ACE_OUT,4.899156283440734e-06
66,XCH_ACE2,4.924515011709587e-06
67,GL6P_HYDROLYSIS,1.1057100088024801e-07
