,ID,Value
0,PGI,0.29891754998205794
1,PFK,0.31525677245670686
2,FBA,0.31497005968354913
3,TPI,0.31497005968237124
4,GDH,0.6630017481266723
5,PGK,0.6630017481272621
6,GPM,0.616285553086155
7,ENO,0.6162855530826423
8,PYK,0.1818484431114825
9,ZWF,0.09466933922758598
10,PGL,0.09466923440552887
11,GND,0.06106472244869256
12,RPE,0.018263927182967904
13,RPI,0.04280079528065157
14,X5P_GAP_TKT,0.01826392720418249
15,F6P_E4P_TKT,0.0034928489398628275
16,S7P_R5P_TKT,0.014771078264735593
17,F6P_GAP_TAL,0.014771078271628577
18,S7P_E4P_TAL,0.014771078271459978
19,FBP,0.00028671277026799533
20,PPC,0.13973069402909674
21,PCK,0.12147312366911141
22,PPS,1.9093706276528762e-05
23,MAD,0.01092100351035576
24,PDH,0.5378429836187915
25,GLT,0.33852083047972636
26,ACN_1,0.3385208303531346
27,ACN_2,0.3385208303084581
28,ICD,0.2562949871629187
29,LPD,0.22257087001725298
30,SK,0.22257087000102815
31,SDH,0.30479671293204413
32,FUMA,0.30479671292890653
33,MQO,2.857842787436386
34,MDH,2.4817412350291574
35,ACEA,0.08222584300100219
36,ACEB,0.08222584300172373
37,ACEK_1,0.0017088179784583173
38,ACEK_2,0.0017088179784328845
39,EDD,0.03360461679184593
40,EDA,0.03360461679604676
41,NADH_req,0.5753153060201154
42,PNT_req,-0.150168569273327
43,ADK,0.03890887591186961
44,ATP_syn,2.622452839910721
45,CYA,0.007894902259946053
46,DOS,0.007894902438931756
47,ACK,0.030996632400461847
48,ACS,0.030994879772076916
49,PTA,0.03099663240122623
50,PTS_0,0.4000000000013273
51,PTS_1,0.40000000000119124
52,PTS_2,0.4000000000011852
53,PTS_3,0.4000000000008596
54,PTS_4,0.40000000000085933
55,GLC_feed,0.4
56,CYTBO,1.0379291594422886
57,SQR_,0.304796712922975
58,NDHII,0.819644747540508
59,GROWTH,5.528543791017192e-05
60,ATP_MAINTENANCE,1.5179659278957733
61,XCH_GLC,0.40000000000085767
62,PIT,0.11488313997677625
63,XCH_P,0.11488313997709254
64,XCH_ACE1,1.752628370926637e-06
65,_ACE_OUT,1.752626410589489e-06
66,XCH_ACE2,1.7526283668241994e-06
67,GL6P_HYDROLYSIS,1.0482237953980581e-07
