,ID,Value
0,vPTS,0.0010376695377822514
1,vPGI,0.0008746300111324801
2,vPGM,7.561312675140985e-07
3,vG6PDH,0.00016219142375391185
4,vPFK,4.027330034721726e-07
5,vTA,4.230118075115699e-09
6,vTKA,-1.417577758998895e-12
7,vTKB,4.2301179588175e-09
8,vMURSyNTH,0.00043711
9,vALDO,4.027318696126523e-07
10,vGAPDH,0.0010377974842315826
11,vTIS,3.947793715562423e-07
12,vTRPSYNTH,0.001037
13,vG3PDH,7.93363560139157e-09
14,vPGK,0.0010377974831664815
15,vsersynth,1.0748620752580348e-07
16,vrpGluMu,0.0010376901126284848
17,vENO,0.0010376901465569302
18,vPK,1.1118162264220828e-08
19,vpepCxylase,5.968365139717432e-09
20,vSynth1,4.4349023610321814e-09
21,vSynth2,0.004335445541387484
22,vDAHPS,2.1732330559533492e-42
23,vPDH,1.9459473558975878e-07
24,vMethSynth,0.0022627
25,vPGDH,0.0001621656625194416
26,vR5PI,0.0
27,vRu5P,9.459816902273307e-05
28,vPPK,1.4174203899571681e-12
29,vG1PAT,7.382327387871552e-07
30,vG6P,9.065847091042568e-08
31,vf6P,1.561975544297693e-08
32,vfdP,1.125204629745847e-12
33,vGAP,2.5760162094549503e-11
34,vDHAP,1.8979958400664427e-11
35,vPGP,1.925392706207627e-12
36,vPG3,1.1621486565502017e-10
37,vpg2,9.66754545920144e-12
38,vPEP,6.3099699437327635e-12
39,vRibu5p,0.0005857347925100238
40,vRIB5P,3.054488792406009e-16
41,vXYL5P,0.0008200281631800616
42,vSED7P,1.1673482270158399e-08
43,vpyr,1.7396071673691542e-06
44,vPG,2.556450635218126e-08
45,vE4P,9.512532404092887e-17
46,vGLP,1.7763712829298596e-08
47,vEXTER,0.19687320368491776
