,ID,Value
0,vPTS,0.001016501603106241
1,vPGI,0.0007972403275643781
2,vPGM,1.0089174161341332e-06
3,vG6PDH,0.00021818867702430824
4,vPFK,5.44410456815039e-07
5,vTA,3.876851744466005e-05
6,vTKA,-2.0981241275245434e-05
7,vTKB,3.876932032463004e-05
8,vMURSyNTH,0.00043711
9,vALDO,6.122983853345835e-07
10,vGAPDH,0.001016631825308533
11,vTIS,0.0
12,vTRPSYNTH,0.001037
13,vG3PDH,0.010764785587743653
14,vPGK,0.001016631823524204
15,vsersynth,1.0311459525122713e-07
16,vrpGluMu,0.0010165286371183573
17,vENO,0.001016528635981111
18,vPK,5.6388407048491194e-09
19,vpepCxylase,3.026436628251651e-09
20,vSynth1,2.2488490175540897e-09
21,vSynth2,0.004314286226882598
22,vDAHPS,1.789719912958239e-21
23,vPDH,1.90907887216006e-07
24,vMethSynth,0.0022627
25,vPGDH,0.00021816615873712116
26,vR5PI,0.0002003594159771232
27,vRu5P,1.7798969930403607e-05
28,vPPK,0.00022131288409796371
29,vG1PAT,9.93271054853892e-07
30,vG6P,1.2196821571136186e-07
31,vf6P,2.1022306654071847e-08
32,vfdP,2.209731404762568e-09
33,vGAP,2.5229715194222673e-11
34,vDHAP,0.00034975054858569495
35,vPGP,1.87738186937215e-12
36,vPG3,1.1148822786275762e-10
37,vpg2,9.027350870962308e-12
38,vPEP,3.199657391743801e-12
39,vRibu5p,1.3282345593091874e-08
40,vRIB5P,4.85245724928052e-08
41,vXYL5P,1.8492489219878978e-08
42,vSED7P,0.0001240914178360313
43,vpyr,1.7305884173036315e-06
44,vPG,3.439296146140012e-08
45,vE4P,1.8721426118471828e-08
46,vGLP,2.389851744698513e-08
47,vEXTER,0.19231862930944482
