,ID,Value
0,PGI,-5.224247272486348e-06
1,PFK,-0.0
2,FBA,-1.3364075279137884e-13
3,TPI,4.0945041489841556e-10
4,GDH,7.526402178880787e-09
5,PGK,-6.488458444254862e-10
6,GPM,-6.48430165353424e-10
7,ENO,-6.481950503797873e-10
8,PYK,-2.272318969000736e-20
9,ZWF,5.225732942139113e-06
10,PGL,5.225733852510453e-06
11,GND,5.088318057015382e-06
12,RPE,2.99709718062283e-06
13,RPI,2.092735469141156e-06
14,X5P_GAP_TKT,2.9993103645648153e-06
15,F6P_E4P_TKT,2.09388847500328e-06
16,S7P_R5P_TKT,2.0931969812091935e-06
17,F6P_GAP_TAL,3.129801639568848e-06
18,S7P_E4P_TAL,2.093571849597449e-06
19,FBP,2.115098467341826e-13
20,PPC,1.1138804003725529e-08
21,PCK,1.2437761477760361e-18
22,PPS,1.178627747374311e-08
23,MAD,-3.6856778813465706e-08
24,PDH,8.887427804275598e-08
25,GLT,9.910189351882904e-11
26,ACN_1,9.910265212646496e-11
27,ACN_2,9.910279661561464e-11
28,ICD,9.566644885649274e-11
29,LPD,9.568325837763873e-11
30,SK,-4.7903622510153606e-08
31,SDH,-4.789995911938944e-08
32,FUMA,-4.78999486431477e-08
33,MQO,-6.97277597741475e-09
34,MDH,4.0669264955475025e-09
35,ACEA,3.4364330578210778e-12
36,ACEB,3.4365571737983724e-12
37,ACEK_1,-9.012318554851174e-10
38,ACEK_2,-8.110125811048013e-09
39,EDD,1.3748789973448066e-07
40,EDA,1.3749801434528322e-07
41,NADH_req,4.332412342209683e-06
42,PNT_req,1.031442472609814e-05
43,ADK,-1.4638107391414469e-08
44,ATP_syn,4.232021872789598e-11
45,CYA,-1.5374811931886016e-20
46,DOS,-2.1963243723721602e-16
47,ACK,-4.3158977247355166e-11
48,ACS,-2.6424280446720477e-08
49,PTA,6.532011579204937e-07
50,PTS_0,8.918707095580652e-15
51,PTS_1,8.953549642762819e-15
52,PTS_2,8.777429472946161e-15
53,PTS_3,8.930847329940176e-15
54,PTS_4,8.857649404054975e-15
55,GLC_feed,0.4
56,CYTBO,5.157829195266468e-06
57,SQR_,-4.7663459160907645e-08
58,NDHII,6.041715919845529e-06
59,GROWTH,-8.180215599145342e-70
60,ATP_MAINTENANCE,-1.8375860126385766e-08
61,XCH_GLC,0.0009974863842641777
62,PIT,5.85921015959017e-05
63,XCH_P,5.8592532258403256e-05
64,XCH_ACE1,1.2911565004815062e-07
65,_ACE_OUT,1.0428101548362281e-05
66,XCH_ACE2,1.5479911176047437e-07
67,GL6P_HYDROLYSIS,1.7320194564019593e-12
