,ID,Value
0,PGI,0.3928156302756093
1,PFK,0.370913366723391
2,FBA,0.3705964636687713
3,TPI,0.3705964111210197
4,GDH,0.7240520579720189
5,PGK,0.7240523327374658
6,GPM,0.6822438379574847
7,ENO,0.6822439753266695
8,PYK,0.21843111584059297
9,ZWF,0.0014437427236929296
10,PGL,0.0
11,GND,-0.0002266536099987461
12,RPE,-0.020239085228272932
13,RPI,0.02001216567659316
14,X5P_GAP_TKT,-0.02023948355888927
15,F6P_E4P_TKT,-0.015166554297371904
16,S7P_R5P_TKT,-0.005072956658107187
17,F6P_GAP_TAL,-0.005073101853991259
18,S7P_E4P_TAL,-0.005073078362800121
19,FBP,0.0003167612640925258
20,PPC,0.18985397509392524
21,PCK,0.14052574123652264
22,PPS,1.167545436706794e-05
23,MAD,0.0019997520926314316
24,PDH,0.5428431806017172
25,GLT,0.4051906906006237
26,ACN_1,0.4051835238222305
27,ACN_2,0.40518106251897307
28,ICD,0.37232263556489137
29,LPD,0.34214125546376917
30,SK,0.34214717176780085
31,SDH,0.37498166319170195
32,FUMA,0.3749819257878027
33,MQO,2.570502900257001
34,MDH,2.1646685392483422
35,ACEA,0.032850584364445774
36,ACEB,0.03285060174440621
37,ACEK_1,0.001710180642327417
38,ACEK_2,0.001710180530636973
39,EDD,0.0016374750232873553
40,EDA,0.0016374471767991033
41,NADH_req,0.647791675317508
42,PNT_req,-0.1295957194165188
43,ADK,0.047607255683144105
44,ATP_syn,2.9834781034573057
45,CYA,0.008302302262605945
46,DOS,0.008302313232497817
47,ACK,0.03929552171607006
48,ACS,0.03929323219457212
49,PTA,0.0392968228229131
50,PTS_0,0.40000006021837553
51,PTS_1,0.39999985756420237
52,PTS_2,0.39999985762765355
53,PTS_3,0.39999989783506995
54,PTS_4,0.39999989779360806
55,GLC_feed,0.4
56,CYTBO,1.180704220801041
57,SQR_,0.37498141181397915
58,NDHII,0.9328011127973849
59,GROWTH,4.9477366265638276e-05
60,ATP_MAINTENANCE,2.189575303533703
61,XCH_GLC,0.3999998980033385
62,PIT,0.10288894304025187
63,XCH_P,0.10288895209965115
64,XCH_ACE1,2.277570595771214e-06
65,_ACE_OUT,2.2175442202889948e-06
66,XCH_ACE2,2.277421382487631e-06
67,GL6P_HYDROLYSIS,0.001410867617762579
