,ID,flux,sample_id,author,BiGG_ID,normalized_flux
0,ALATA_D2,0.0,fbaB,COBRA,ALATA_D2,0.0
1,SHCHD2,4.237e-05,fbaB,COBRA,SHCHD2,0.0014814685314685316
2,CPPPGO,4.2370000007263845e-05,fbaB,COBRA,CPPPGO,0.001481468531722512
3,GTHOr,0.0,fbaB,COBRA,GTHOr,0.0
4,DHORD5,0.0,fbaB,COBRA,DHORD5,0.0
5,GLYCTO2,0.0,fbaB,COBRA,GLYCTO2,0.0
6,GLYCTO3,0.00012710999999998585,fbaB,COBRA,GLYCTO3,0.0044444055944051
7,GLYCTO4,0.0,fbaB,COBRA,GLYCTO4,0.0
8,PFK_3,1.3724214900000593,fbaB,COBRA,PFK_3,47.986765384617456
9,TRPS2,0.0,fbaB,COBRA,TRPS2,0.0
10,G3PD5,0.0,fbaB,COBRA,G3PD5,0.0
11,EX_acgam_e,0.0,fbaB,COBRA,EX_acgam_e,0.0
12,EX_cellb_e,0.0,fbaB,COBRA,EX_cellb_e,0.0
13,EX_chol_e,0.0,fbaB,COBRA,EX_chol_e,0.0
14,LEUTAi,0.08560089,fbaB,COBRA,LEUTAi,2.993038111888112
15,SHK3Dr,0.07241261000000004,fbaB,COBRA,SHK3Dr,2.531909440559442
16,G5SD,0.04200045,fbaB,COBRA,G5SD,1.4685472027972029
17,ALATA_L2,0.0,fbaB,COBRA,ALATA_L2,0.0
18,MAN6PI,0.0,fbaB,COBRA,MAN6PI,0.0
19,APRAUR,8.4740000003736e-05,fbaB,COBRA,APRAUR,0.0029629370630676927
20,DB4PS,0.000169480000007472,fbaB,COBRA,DB4PS,0.005925874126135385
21,RBFK,4.2370000003736e-05,fbaB,COBRA,RBFK,0.0014814685315991608
22,ACP1_FMN,0.0,fbaB,COBRA,ACP1_FMN,0.0
23,RBFSb,8.4740000003736e-05,fbaB,COBRA,RBFSb,0.0029629370630676927
24,EX_pi_e,-0.1832751400000162,fbaB,COBRA,EX_pi_e,-6.408221678322246
25,EX_h_e,3.4794574559614992,fbaB,COBRA,EX_h_e,121.65935160704544
26,DMATT,5.281999999999997e-05,fbaB,COBRA,DMATT,0.0018468531468531458
27,GRTT,5.281999999999997e-05,fbaB,COBRA,GRTT,0.0018468531468531458
28,UPP3S,8.474e-05,fbaB,COBRA,UPP3S,0.0029629370629370632
29,UPPDC1,4.237e-05,fbaB,COBRA,UPPDC1,0.0014814685314685316
30,TMDPP,-8.268571341139338e-15,fbaB,COBRA,TMDPP,-2.8911088605382305e-13
31,EX_ade_e,0.0,fbaB,COBRA,EX_ade_e,0.0
32,EX_4abut_e,0.0,fbaB,COBRA,EX_4abut_e,0.0
33,EX_ac_e,1.7336616459614764,fbaB,COBRA,EX_ac_e,60.6175400685831
34,EX_akg_e,0.0,fbaB,COBRA,EX_akg_e,0.0
35,EX_ala__L_e,0.0,fbaB,COBRA,EX_ala__L_e,0.0
36,EX_arg__L_e,0.0,fbaB,COBRA,EX_arg__L_e,0.0
37,EX_asp__L_e,0.0,fbaB,COBRA,EX_asp__L_e,0.0
38,EX_cytd_e,0.0,fbaB,COBRA,EX_cytd_e,0.0
39,EX_dcyt_e,0.0,fbaB,COBRA,EX_dcyt_e,0.0
40,EX_fum_e,0.0,fbaB,COBRA,EX_fum_e,0.0
41,EX_glu__L_e,0.0,fbaB,COBRA,EX_glu__L_e,0.0
42,EX_gua_e,0.0,fbaB,COBRA,EX_gua_e,0.0
43,HCO3E,0.09986856000000818,fbaB,COBRA,HCO3E,3.491907692307979
44,IMPC,-0.10308108000000817,fbaB,COBRA,IMPC,-3.604233566433852
45,IMPD,0.04621331999999999,fbaB,COBRA,IMPD,1.6158503496503493
46,ECOAH4,0.06761720000000199,fbaB,COBRA,ECOAH4,2.3642377622378317
47,GLUTRS,0.00067792,fbaB,COBRA,GLUTRS,0.023703496503496506
48,TMPPP,4.237e-05,fbaB,COBRA,TMPPP,0.0014814685314685316
49,URIK1,0.0,fbaB,COBRA,URIK1,0.0
50,URIK2,0.0,fbaB,COBRA,URIK2,0.0
51,CYTDK1,0.0,fbaB,COBRA,CYTDK1,0.0
