,ID,Value
0,vPTS,0.001024453296454004
1,vPGI,0.0008372854525087629
2,vPGM,4.149260719397177e-05
3,vG6PDH,0.00014548016439354462
4,vPFK,3.607286449358084e-07
5,vTA,1.865985443630719e-05
6,vTKA,-1.0530673414756213e-05
7,vTKB,1.8672552444181455e-05
8,vMURSyNTH,0.00043711
9,vALDO,0.0
10,vGAPDH,0.0010264742781901138
11,vTIS,-7.694459392669489e-09
12,vTRPSYNTH,0.001037
13,vG3PDH,7.657099838028048e-09
14,vPGK,0.001026474274485773
15,vsersynth,1.030015076167923e-07
16,vrpGluMu,0.0010263710874316683
17,vENO,0.001026371077129984
18,vPK,8.402173556433461e-09
19,vpepCxylase,1.8878368961729298e-06
20,vSynth1,1.2019762995979223e-09
21,vSynth2,0.00432047360570139
22,vDAHPS,1.939072823916447e-22
23,vPDH,1.9198044823838105e-07
24,vMethSynth,0.0022627
25,vPGDH,0.00014541931575025473
26,vR5PI,0.00013722583686066932
27,vRu5P,8.17195187776411e-06
28,vPPK,0.00014767901911409643
29,vG1PAT,4.145047853882503e-05
30,vG6P,1.6263130572653734e-07
31,vf6P,2.801787557372006e-08
32,vfdP,0.00020826249995285298
33,vGAP,5.0949370298778426e-11
34,vDHAP,3.663678047212177e-11
35,vPGP,3.782199271197837e-12
36,vPG3,2.2273191244950983e-10
37,vpg2,1.777765890981491e-11
38,vPEP,3.420338240255236e-12
39,vRibu5p,1.767332101945993e-08
40,vRIB5P,6.438563054206215e-08
41,vXYL5P,2.4648258278410832e-08
42,vSED7P,0.0001183143645835532
43,vpyr,3.4664501970247086e-06
44,vPG,4.5848961479566444e-08
45,vE4P,2.706138210134152e-08
46,vGLP,3.1292163724105354e-08
47,vEXTER,0.4222978113002319
