,ID,Value
0,vPTS,0.000998946198780906
1,vPGI,0.0007438931699801771
2,vPGM,1.1868459661156182e-06
3,vG6PDH,0.0002536908741751041
4,vPFK,0.0
5,vTA,6.518474727615261e-05
6,vTKA,-3.793694864363759e-05
7,vTKB,6.517033539938337e-05
8,vMURSyNTH,0.00043711
9,vALDO,-2.4229090981718945e-16
10,vGAPDH,0.0009990410990491241
11,vTIS,-7.488568838784725e-09
12,vTRPSYNTH,0.001037
13,vG3PDH,7.45117950454574e-09
14,vPGK,0.0009990410953453666
15,vsersynth,1.0027070953998987e-07
16,vrpGluMu,0.0009989406395787025
17,vENO,0.0009989406293900126
18,vPK,2.9858348017802144e-09
19,vpepCxylase,1.6028341144186986e-09
20,vSynth1,1.191015214746217e-09
21,vSynth2,0.004294963812096308
22,vDAHPS,1.0844834095449925e-21
23,vPDH,1.8758771177627884e-07
24,vMethSynth,0.0022627
25,vPGDH,0.0002536446292342228
26,vR5PI,0.00022637149509843583
27,vRu5P,2.7256582493019108e-05
28,vPPK,0.00026424907135157394
29,vG1PAT,1.1547097666074037e-06
30,vG6P,2.836421919143926e-07
31,vf6P,4.889610594459525e-08
32,vfdP,2.207687618329197e-16
33,vGAP,4.957920491958653e-11
34,vDHAP,3.5651516723495155e-11
35,vPGP,3.6812930973028586e-12
36,vPG3,2.1682677315390092e-10
37,vpg2,1.7311485699029098e-11
38,vPEP,3.38914742561872e-12
39,vRibu5p,3.166908639468211e-08
40,vRIB5P,1.1627106772346071e-07
41,vXYL5P,4.402189039881907e-08
42,vSED7P,0.0004235181498378809
43,vpyr,3.4447148393432355e-06
44,vPG,7.99724101216374e-08
45,vE4P,5.2876909930962185e-08
46,vGLP,5.557663032604277e-08
47,vEXTER,0.4229026339414507
