,ID,flux,sample_id,author,BiGG_ID,normalized_flux
0,ALATA_D2,0.0,fbaA,COBRA,ALATA_D2,0.0
1,SHCHD2,4.237e-05,fbaA,COBRA,SHCHD2,0.0014814685314685316
2,CPPPGO,4.237e-05,fbaA,COBRA,CPPPGO,0.0014814685314685316
3,GTHOr,0.0,fbaA,COBRA,GTHOr,0.0
4,DHORD5,-1.0141630164082721e-14,fbaA,COBRA,DHORD5,-3.546024532896057e-13
5,GLYCTO2,0.0,fbaA,COBRA,GLYCTO2,0.0
6,GLYCTO3,0.0001271100000203779,fbaA,COBRA,GLYCTO3,0.004444405595118109
7,GLYCTO4,1.33575144960091e-14,fbaA,COBRA,GLYCTO4,4.670459613989195e-13
8,PFK_3,1.3724214900000082,fbaA,COBRA,PFK_3,47.98676538461568
9,TRPS2,0.0,fbaA,COBRA,TRPS2,0.0
10,G3PD5,0.0,fbaA,COBRA,G3PD5,0.0
11,EX_acgam_e,0.0,fbaA,COBRA,EX_acgam_e,0.0
12,EX_cellb_e,0.0,fbaA,COBRA,EX_cellb_e,0.0
13,EX_chol_e,0.0,fbaA,COBRA,EX_chol_e,0.0
14,LEUTAi,0.08560088999998941,fbaA,COBRA,LEUTAi,2.9930381118877416
15,SHK3Dr,0.07241261000000004,fbaA,COBRA,SHK3Dr,2.531909440559442
16,G5SD,0.04200045,fbaA,COBRA,G5SD,1.4685472027972029
17,ALATA_L2,0.0,fbaA,COBRA,ALATA_L2,0.0
18,MAN6PI,0.0,fbaA,COBRA,MAN6PI,0.0
19,APRAUR,8.474000000001379e-05,fbaA,COBRA,APRAUR,0.002962937062937545
20,DB4PS,0.00016948000000002758,fbaA,COBRA,DB4PS,0.00592587412587509
21,RBFK,4.2370000000013786e-05,fbaA,COBRA,RBFK,0.0014814685314690134
22,ACP1_FMN,0.0,fbaA,COBRA,ACP1_FMN,0.0
23,RBFSb,8.474000000001379e-05,fbaA,COBRA,RBFSb,0.002962937062937545
24,EX_pi_e,-0.1832751399999859,fbaA,COBRA,EX_pi_e,-6.408221678321186
25,EX_h_e,3.479457455961492,fbaA,COBRA,EX_h_e,121.65935160704518
26,DMATT,5.282000000000039e-05,fbaA,COBRA,DMATT,0.0018468531468531606
27,GRTT,5.282000000000039e-05,fbaA,COBRA,GRTT,0.0018468531468531606
28,UPP3S,8.474e-05,fbaA,COBRA,UPP3S,0.0029629370629370632
29,UPPDC1,4.237e-05,fbaA,COBRA,UPPDC1,0.0014814685314685316
30,TMDPP,0.0,fbaA,COBRA,TMDPP,0.0
31,EX_ade_e,0.0,fbaA,COBRA,EX_ade_e,0.0
32,EX_4abut_e,0.0,fbaA,COBRA,EX_4abut_e,0.0
33,EX_ac_e,1.7336616459614764,fbaA,COBRA,EX_ac_e,60.6175400685831
34,EX_akg_e,0.0,fbaA,COBRA,EX_akg_e,0.0
35,EX_ala__L_e,0.0,fbaA,COBRA,EX_ala__L_e,0.0
36,EX_arg__L_e,0.0,fbaA,COBRA,EX_arg__L_e,0.0
37,EX_asp__L_e,0.0,fbaA,COBRA,EX_asp__L_e,0.0
38,EX_cytd_e,0.0,fbaA,COBRA,EX_cytd_e,0.0
39,EX_dcyt_e,0.0,fbaA,COBRA,EX_dcyt_e,0.0
40,EX_fum_e,0.0,fbaA,COBRA,EX_fum_e,0.0
41,EX_glu__L_e,0.0,fbaA,COBRA,EX_glu__L_e,0.0
42,EX_gua_e,0.0,fbaA,COBRA,EX_gua_e,0.0
43,HCO3E,0.09986856000000638,fbaA,COBRA,HCO3E,3.4919076923079153
44,IMPC,-0.10308107999999999,fbaA,COBRA,IMPC,-3.604233566433566
45,IMPD,0.04621332000000006,fbaA,COBRA,IMPD,1.6158503496503518
46,ECOAH4,0.06761719999999811,fbaA,COBRA,ECOAH4,2.364237762237696
47,GLUTRS,0.00067792,fbaA,COBRA,GLUTRS,0.023703496503496506
48,TMPPP,4.237e-05,fbaA,COBRA,TMPPP,0.0014814685314685316
49,URIK1,0.0,fbaA,COBRA,URIK1,0.0
50,URIK2,0.0,fbaA,COBRA,URIK2,0.0
51,CYTDK1,0.0,fbaA,COBRA,CYTDK1,0.0
52,CYTDK2,0.0,fbaA,COBRA,CYTDK2,0.0
53,XPPT,0.0,fbaA,COBRA,XPPT,0.0
54,HXPRT,0.0,fbaA,COBRA,HXPRT,0.0
55,NDPK5,0.0,fbaA,COBRA,NDPK5,0.0
56,DHORTS,-0.06285105,fbaA,COBRA,DHORTS,-2.1975891608391613
57,OMPDC,0.06285105,fbaA,COBRA,OMPDC,2.1975891608391613
58,CS,1.081392222846197,fbaA,COBRA,CS,37.81091688273416
59,ICDHyr,1.0813922228461958,fbaA,COBRA,ICDHyr,37.810916882734126
60,ACALD,0.0,fbaA,COBRA,ACALD,0.0
61,ACS,0.0,fbaA,COBRA,ACS,0.0
62,PPA,0.6652969700000351,fbaA,COBRA,PPA,23.262131818183047
63,PPCK,0.0,fbaA,COBRA,PPCK,0.0
64,ME1,0.0,fbaA,COBRA,ME1,0.0
65,ALAR,0.007919579999999997,fbaA,COBRA,ALAR,0.27690839160839154
66,ALATA_L,-0.11055035999999999,fbaA,COBRA,ALATA_L,-3.865397202797203
67,XYLK,0.0,fbaA,COBRA,XYLK,0.0
68,RBK,0.0,fbaA,COBRA,RBK,0.0
69,GLYK,0.0,fbaA,COBRA,GLYK,0.0
70,PPM,-0.00012787,fbaA,COBRA,PPM,-0.004470979020979021
71,ASPTA,-0.5562863700000317,fbaA,COBRA,ASPTA,-19.450572377623487
72,FBP,0.0,fbaA,COBRA,FBP,0.0
73,GLGC,0.0,fbaA,COBRA,GLGC,0.0
74,PYK,0.0,fbaA,COBRA,PYK,0.0
75,A5PISO,0.00739328,fbaA,COBRA,A5PISO,0.2585062937062937
76,EX_met__L_e,0.0,fbaA,COBRA,EX_met__L_e,0.0
77,EX_metsox_S__L_e,0.0,fbaA,COBRA,EX_metsox_S__L_e,0.0
78,IPPMIb,-0.08560088999998941,fbaA,COBRA,IPPMIb,-2.9930381118877416
79,ACHBS,0.055200509999999994,fbaA,COBRA,ACHBS,1.9300877622377621
80,ACLS,0.16612972999998993,fbaA,COBRA,ACLS,5.808731818181466
81,PSCVT,0.07241261000000004,fbaA,COBRA,PSCVT,2.531909440559442
82,ANS,0.01080017,fbaA,COBRA,ANS,0.3776283216783217
83,ANPRT,0.01080017,fbaA,COBRA,ANPRT,0.3776283216783217
84,CHORM,0.061442960000000005,fbaA,COBRA,CHORM,2.148355244755245
85,CHORS,0.07241261000000004,fbaA,COBRA,CHORS,2.531909440559442
86,IGPS,0.01080017,fbaA,COBRA,IGPS,0.3776283216783217
87,EX_crn_e,0.0,fbaA,COBRA,EX_crn_e,0.0
88,EX_fe3_e,0.0,fbaA,COBRA,EX_fe3_e,0.0
89,EX_glcn_e,0.0,fbaA,COBRA,EX_glcn_e,0.0
90,EX_gln__L_e,0.0,fbaA,COBRA,EX_gln__L_e,0.0
91,EX_glyc_e,0.0,fbaA,COBRA,EX_glyc_e,0.0
92,EX_man_e,0.0,fbaA,COBRA,EX_man_e,0.0
93,EX_mn2_e,-0.00013129,fbaA,COBRA,EX_mn2_e,-0.004590559440559441
94,EX_rib__D_e,0.0,fbaA,COBRA,EX_rib__D_e,0.0
95,EX_sbt__D_e,0.0,fbaA,COBRA,EX_sbt__D_e,0.0
96,ECOAH6,0.05283064000000089,fbaA,COBRA,ECOAH6,1.8472251748252062
97,ENO,4.696923688807671,fbaA,COBRA,ENO,164.22810100726124
98,FBA,0.0,fbaA,COBRA,FBA,0.0
99,MGSA,0.0,fbaA,COBRA,MGSA,0.0
100,PPS,0.0,fbaA,COBRA,PPS,0.0
101,PGI,2.1415327664230914,fbaA,COBRA,PGI,74.87876805675145
102,PGK,-5.023248688807681,fbaA,COBRA,PGK,-175.6380660422266
103,EDA,0.0,fbaA,COBRA,EDA,0.0
104,PGL,0.7184672335769109,fbaA,COBRA,PGL,25.121231943248635
105,RPE,0.33156108238458404,fbaA,COBRA,RPE,11.59304483862182
106,TALA,-1.1704134588077162,fbaA,COBRA,TALA,-40.923547510759306
107,TKT1,0.20200803119229205,fbaA,COBRA,TKT1,7.063217873856367
108,G6PDA,0.0,fbaA,COBRA,G6PDA,0.0
109,ALCD2x,0.0,fbaA,COBRA,ALCD2x,0.0
110,ALDD2y,0.0,fbaA,COBRA,ALDD2y,0.0
111,RMI,0.0,fbaA,COBRA,RMI,0.0
112,EX_ura_e,0.0,fbaA,COBRA,EX_ura_e,0.0
113,EX_val__L_e,0.0,fbaA,COBRA,EX_val__L_e,0.0
114,EX_xan_e,0.0,fbaA,COBRA,EX_xan_e,0.0
115,FMNAT,4.2370000000013786e-05,fbaA,COBRA,FMNAT,0.0014814685314690134
116,NADDP,0.0,fbaA,COBRA,NADDP,0.0
117,NMNAT,0.0,fbaA,COBRA,NMNAT,0.0
118,HMPK1,0.0,fbaA,COBRA,HMPK1,0.0
119,NDPK6,0.0,fbaA,COBRA,NDPK6,0.0
120,NDPK8,1.2984432322740713e-14,fbaA,COBRA,NDPK8,4.540011301657592e-13
121,PYNP2r,0.0,fbaA,COBRA,PYNP2r,0.0
122,DURIPP,1.297920104725847e-14,fbaA,COBRA,DURIPP,4.538182184356109e-13
123,PTRCTA,0.0,fbaA,COBRA,PTRCTA,0.0
124,CYSDS,0.0,fbaA,COBRA,CYSDS,0.0
125,TRPAS2,-0.01080017,fbaA,COBRA,TRPAS2,-0.3776283216783217
126,NDP3,0.0,fbaA,COBRA,NDP3,0.0
127,CDPPH,0.0,fbaA,COBRA,CDPPH,0.0
128,NDP7,0.0,fbaA,COBRA,NDP7,0.0
129,EX_co2_e,5.89362396807696,fbaA,COBRA,EX_co2_e,206.070768114579
130,PMDPHT,8.474000000001379e-05,fbaA,COBRA,PMDPHT,0.002962937062937545
131,ILETA,-0.055200509999999994,fbaA,COBRA,ILETA,-1.9300877622377621
132,VALTA,-0.08040077999999999,fbaA,COBRA,VALTA,-2.811216083916084
133,ORPT,-0.06285105,fbaA,COBRA,ORPT,-2.1975891608391613
134,RBFSa,0.00016948000000002758,fbaA,COBRA,RBFSa,0.00592587412587509
135,DHAD2,0.055200509999999994,fbaA,COBRA,DHAD2,1.9300877622377621
136,G1PP,0.0,fbaA,COBRA,G1PP,0.0
137,PFL,0.0,fbaA,COBRA,PFL,0.0
138,FRD2,0.0,fbaA,COBRA,FRD2,0.0
139,FRD3,0.0,fbaA,COBRA,FRD3,0.0
140,POX,7.0352252669325654e-15,fbaA,COBRA,POX,2.459868974451946e-13
141,PTAr,1.6230463059614766,fbaA,COBRA,PTAr,56.74987083781387
142,ACKr,-1.6230463059614766,fbaA,COBRA,ACKr,-56.74987083781387
143,EX_hxan_e,0.0,fbaA,COBRA,EX_hxan_e,0.0
144,EX_ile__L_e,0.0,fbaA,COBRA,EX_ile__L_e,0.0
145,EX_lac__L_e,0.0,fbaA,COBRA,EX_lac__L_e,0.0
146,EX_leu__L_e,-1.058875209736243e-14,fbaA,COBRA,EX_leu__L_e,-3.7023608732036474e-13
